Word,Frequency,lgFreq,,,,,
so,9761,3.989494313,,,,,
loaded,7,0.84509804,,,,,
whaling,0,0,,,,,
landlord,0,0,,,,,
naturally,3,0.477121255,,,,,
eyebrow,17,1.230448921,,,,,
flashlight,41,1.612783857,,,,,
furious,2,0.301029996,,,,,
downward,5,0.698970004,,,,,
tummy,360,2.556302501,,,,,
dinner,700,2.84509804,,,,,
their,1095,3.039414119,,,,,
bathing,30,1.477121255,,,,,
editor,1,0,,,,,
master,25,1.397940009,,,,,
sausage,19,1.278753601,,,,,
mostly,43,1.633468456,,,,,
deck,16,1.204119983,,,,,
camera,95,1.977723605,,,,,
doorstep,2,0.301029996,,,,,
garden,207,2.315970345,,,,,
doctor,466,2.668385917,,,,,
awhile,50,1.698970004,,,,,
toaster,35,1.544068044,,,,,
cards,135,2.130333768,,,,,
nerve,3,0.477121255,,,,,
nails,70,1.84509804,,,,,
dull,5,0.698970004,,,,,
mommy,6346,3.802500068,,,,,
shelves,12,1.079181246,,,,,
groceries,86,1.934498451,,,,,
beam,12,1.079181246,,,,,
since,254,2.404833717,,,,,
an,2704,3.432006687,,,,,
ancient,4,0.602059991,,,,,
sneakers,52,1.716003344,,,,,
jam,71,1.851258349,,,,,
cracker,174,2.240549248,,,,,
gingerbread,13,1.113943352,,,,,
stubborn,17,1.230448921,,,,,
milk,1844,3.265760917,,,,,
somewhat,5,0.698970004,,,,,
backyard,50,1.698970004,,,,,
bottle,919,2.963315511,,,,,
cheating,7,0.84509804,,,,,
way,3184,3.502973059,,,,,
scarf,33,1.51851394,,,,,
sofa,36,1.556302501,,,,,
tame,7,0.84509804,,,,,
glue,86,1.934498451,,,,,
underpan,0,0,,,,,
wagon,196,2.292256071,,,,,
car,3014,3.479143248,,,,,
dandelion,6,0.77815125,,,,,
staircase,1,0,,,,,
water,2531,3.403292145,,,,,
pretzel,40,1.602059991,,,,,
wage,0,0,,,,,
system,13,1.113943352,,,,,
shame,19,1.278753601,,,,,
notebook,9,0.954242509,,,,,
lemme,667,2.824125834,,,,,
paint,279,2.445604203,,,,,
rally,1,0,,,,,
pep,2,0.301029996,,,,,
popsicle,73,1.86332286,,,,,
napkin,147,2.167317335,,,,,
tooth,102,2.008600172,,,,,
kid,139,2.1430148,,,,,
tent,89,1.949390007,,,,,
tomato,89,1.949390007,,,,,
grandma,414,2.617000341,,,,,
slipper,79,1.897627091,,,,,
soap,247,2.392696953,,,,,
potato chip,0,0,,,,,
porter,3,0.477121255,,,,,
yogurt,152,2.181843588,,,,,
box,1509,3.17868924,,,,,
mittens,102,2.008600172,,,,,
rock,345,2.537819095,,,,,
toe,260,2.414973348,,,,,
foul,3,0.477121255,,,,,
blanket,552,2.741939078,,,,,
fork,145,2.161368002,,,,,
playground,75,1.875061263,,,,,
grandparents,3,0.477121255,,,,,
sandwich,317,2.501059262,,,,,
bicycle,148,2.170261715,,,,,
crayon,191,2.281033367,,,,,
mistress,5,0.698970004,,,,,
hello,1531,3.184975191,,,,,
throw,1507,3.178113252,,,,,
win,94,1.973127854,,,,,
see,19150,4.282168778,,,,,
colored,58,1.763427994,,,,,
roast,55,1.740362689,,,,,
chewing,99,1.995635195,,,,,
voice,145,2.161368002,,,,,
star,245,2.389166084,,,,,
dark,300,2.477121255,,,,,
end,583,2.765668555,,,,,
use,1388,3.142389466,,,,,
warm,316,2.499687083,,,,,
late,196,2.292256071,,,,,
three,1726,3.237040791,,,,,
witch,110,2.041392685,,,,,
fishing,101,2.004321374,,,,,
first,1749,3.242789809,,,,,
freezing,15,1.176091259,,,,,
burn,72,1.857332496,,,,,
us,1892,3.276921132,,,,,
ate,416,2.619093331,,,,,
question,153,2.184691431,,,,,
hidden,15,1.176091259,,,,,
sunrise,3,0.477121255,,,,,
dairy,15,1.176091259,,,,,
lady,604,2.781036939,,,,,
exciting,46,1.662757832,,,,,
backward,12,1.079181246,,,,,
broke,375,2.574031268,,,,,
why,6623,3.821054755,,,,,
heat,63,1.799340549,,,,,
play,5581,3.746712023,,,,,
grey,37,1.568201724,,,,,
funny,1489,3.172894698,,,,,
junk,47,1.672097858,,,,,
salty,18,1.255272505,,,,,
across,139,2.1430148,,,,,
clover,14,1.146128036,,,,,
dream,142,2.152288344,,,,,
follow,62,1.792391689,,,,,
wooden,37,1.568201724,,,,,
gone,616,2.789580712,,,,,
sitting,705,2.848189117,,,,,
washing,154,2.187520721,,,,,
drop,218,2.338456494,,,,,
loud,254,2.404833717,,,,,
closer,68,1.832508913,,,,,
beaver,25,1.397940009,,,,,
blizzard,0,0,,,,,
smelly,3,0.477121255,,,,,
tortoise,35,1.544068044,,,,,
floats,18,1.255272505,,,,,
nodded,3,0.477121255,,,,,
swam,32,1.505149978,,,,,
side,709,2.850646235,,,,,
catalog,2,0.301029996,,,,,
elm,0,0,,,,,
breathe,35,1.544068044,,,,,
doing,7010,3.845718018,,,,,
anywhere,162,2.209515015,,,,,
keep,1114,3.046885191,,,,,
secret,112,2.049218023,,,,,
know,12895,4.110421346,,,,,
simple,12,1.079181246,,,,,
smash,23,1.361727836,,,,,
oats,11,1.041392685,,,,,
tiptoe,2,0.301029996,,,,,
player,79,1.897627091,,,,,
dine,0,0,,,,,
everything,662,2.820857989,,,,,
stands,37,1.568201724,,,,,
now,11534,4.061979947,,,,,
quilt,14,1.146128036,,,,,
tops,24,1.380211242,,,,,
nephew,3,0.477121255,,,,,
feel,1006,3.002597981,,,,,
husky,0,0,,,,,
stew,24,1.380211242,,,,,
upset,73,1.86332286,,,,,
somebody,643,2.808210973,,,,,
cot,2,0.301029996,,,,,
actually,438,2.641474111,,,,,
chum,1,0,,,,,
add,45,1.653212514,,,,,
silence,9,0.954242509,,,,,
leather,12,1.079181246,,,,,
scary,182,2.260071388,,,,,
date,16,1.204119983,,,,,
get,15416,4.187971702,,,,,
cradle,66,1.819543936,,,,,
pass,45,1.653212514,,,,,
sneeze,45,1.653212514,,,,,
met,79,1.897627091,,,,,
wrong,791,2.898176483,,,,,
tricycle,66,1.819543936,,,,,
bumpy,55,1.740362689,,,,,
better,2105,3.3232521,,,,,
sight,13,1.113943352,,,,,
bird,887,2.94792362,,,,,
rule,37,1.568201724,,,,,
sick,410,2.612783857,,,,,
mice,78,1.892094603,,,,,
ashes,24,1.380211242,,,,,
bite,1197,3.07809415,,,,,
leader,7,0.84509804,,,,,
enormous,7,0.84509804,,,,,
farming,1,0,,,,,
one-fourth,0,0,,,,,
work,1291,3.110926242,,,,,
party,552,2.741939078,,,,,
special,371,2.56937391,,,,,
leopard,14,1.146128036,,,,,
medal,4,0.602059991,,,,,
stack,75,1.875061263,,,,,
worker,10,1,,,,,
fairy,35,1.544068044,,,,,
seek,27,1.431363764,,,,,
allowance,4,0.602059991,,,,,
in,29940,4.476251796,,,,,
most,157,2.195899652,,,,,
rail,3,0.477121255,,,,,
chopped,15,1.176091259,,,,,
argument,18,1.255272505,,,,,
wound,14,1.146128036,,,,,
siren,19,1.278753601,,,,,
prairie,3,0.477121255,,,,,
broom,121,2.08278537,,,,,
float,30,1.477121255,,,,,
need,2485,3.395326393,,,,,
misty,1,0,,,,,
into,1193,3.076640444,,,,,
firetruck,50,1.698970004,,,,,
inviting,6,0.77815125,,,,,
platform,3,0.477121255,,,,,
bright,93,1.968482949,,,,,
serve,42,1.62324929,,,,,
dummy,7,0.84509804,,,,,
loudspeaker,1,0,,,,,
neither,31,1.491361694,,,,,
lose,156,2.193124598,,,,,
mood,66,1.819543936,,,,,
to,39780,4.599664779,,,,,
ledge,7,0.84509804,,,,,
tailor,2,0.301029996,,,,,
dock,9,0.954242509,,,,,
wiggle,30,1.477121255,,,,,
thread,38,1.579783597,,,,,
waist,14,1.146128036,,,,,
will,3000,3.477121255,,,,,
saw,1017,3.007320953,,,,,
clue,7,0.84509804,,,,,
rim,1,0,,,,,
litter,12,1.079181246,,,,,
wobbly,31,1.491361694,,,,,
who,5372,3.730136004,,,,,
several,19,1.278753601,,,,,
continue,11,1.041392685,,,,,
forgotten,20,1.301029996,,,,,
river,129,2.11058971,,,,,
owner,5,0.698970004,,,,,
belong,138,2.139879086,,,,,
expensive,35,1.544068044,,,,,
maker,15,1.176091259,,,,,
coyote,8,0.903089987,,,,,
ninety,29,1.462397998,,,,,
heart,135,2.130333768,,,,,
spend,32,1.505149978,,,,,
evening,27,1.431363764,,,,,
frog,283,2.451786436,,,,,
package,52,1.716003344,,,,,
den,9,0.954242509,,,,,
trumpet,10,1,,,,,
soldier,49,1.69019608,,,,,
trip,202,2.305351369,,,,,
wobble,2,0.301029996,,,,,
cabin,14,1.146128036,,,,,
furnace,2,0.301029996,,,,,
nobody,213,2.328379603,,,,,
emergency,18,1.255272505,,,,,
dab,5,0.698970004,,,,,
weak,27,1.431363764,,,,,
dust,43,1.633468456,,,,,
island,21,1.322219295,,,,,
opening,66,1.819543936,,,,,
newsstand,0,0,,,,,
spy,3,0.477121255,,,,,
subway,22,1.342422681,,,,,
fireman,94,1.973127854,,,,,
gathering,1,0,,,,,
peak,3,0.477121255,,,,,
hope,351,2.545307116,,,,,
clearing,2,0.301029996,,,,,
yell,82,1.913813852,,,,,
came,939,2.972665592,,,,,
terrific,42,1.62324929,,,,,
damp,10,1,,,,,
makes,610,2.785329835,,,,,
manners,8,0.903089987,,,,,
salesman,1,0,,,,,
difference,60,1.77815125,,,,,
shell,81,1.908485019,,,,,
latch,13,1.113943352,,,,,
nail,83,1.919078092,,,,,
guide,2,0.301029996,,,,,
baggage,8,0.903089987,,,,,
journey,7,0.84509804,,,,,
pump,26,1.414973348,,,,,
spool,4,0.602059991,,,,,
alley,8,0.903089987,,,,,
awoke,1,0,,,,,
supplies,9,0.954242509,,,,,
grind,13,1.113943352,,,,,
project,17,1.230448921,,,,,
web,59,1.770852012,,,,,
plus,28,1.447158031,,,,,
thermometer,16,1.204119983,,,,,
unhappy,49,1.69019608,,,,,
attention,65,1.812913357,,,,,
women,22,1.342422681,,,,,
fried,5,0.698970004,,,,,
lonely,32,1.505149978,,,,,
travel,7,0.84509804,,,,,
age,47,1.672097858,,,,,
trail,4,0.602059991,,,,,
mouse,620,2.792391689,,,,,
dot,49,1.69019608,,,,,
fighter,14,1.146128036,,,,,
telephone,427,2.630427875,,,,,
verb,2,0.301029996,,,,,
enough,979,2.990782692,,,,,
order,75,1.875061263,,,,,
tricky,63,1.799340549,,,,,
area,13,1.113943352,,,,,
drugstore,10,1,,,,,
tease,13,1.113943352,,,,,
essay,0,0,,,,,
favor,24,1.380211242,,,,,
kept,81,1.908485019,,,,,
proper,20,1.301029996,,,,,
earn,4,0.602059991,,,,,
stream,25,1.397940009,,,,,
gave,668,2.824776462,,,,,
slam,26,1.414973348,,,,,
lit,9,0.954242509,,,,,
stage,14,1.146128036,,,,,
third,65,1.812913357,,,,,
prince,18,1.255272505,,,,,
argue,8,0.903089987,,,,,
young,66,1.819543936,,,,,
sewing,45,1.653212514,,,,,
crisp,3,0.477121255,,,,,
ends,23,1.361727836,,,,,
beauty,30,1.477121255,,,,,
crossing,34,1.531478917,,,,,
scooter,39,1.591064607,,,,,
gum,164,2.214843848,,,,,
should,2402,3.380573003,,,,,
gardener,0,0,,,,,
bunch,169,2.227886705,,,,,
speck,1,0,,,,,
delicate,6,0.77815125,,,,,
haul,5,0.698970004,,,,,
midnight,11,1.041392685,,,,,
single,24,1.380211242,,,,,
tar,6,0.77815125,,,,,
greedy,14,1.146128036,,,,,
thorn,7,0.84509804,,,,,
case,94,1.973127854,,,,,
temper,14,1.146128036,,,,,
ruin,25,1.397940009,,,,,
scraps,2,0.301029996,,,,,
landing,16,1.204119983,,,,,
circus,189,2.276461804,,,,,
winding,17,1.230448921,,,,,
clip,78,1.892094603,,,,,
admiral,0,0,,,,,
aunt,118,2.071882007,,,,,
usual,16,1.204119983,,,,,
further,42,1.62324929,,,,,
baking,27,1.431363764,,,,,
crop,0,0,,,,,
courage,1,0,,,,,
grateful,6,0.77815125,,,,,
schoolyard,1,0,,,,,
character,12,1.079181246,,,,,
graveyard,0,0,,,,,
fortune,3,0.477121255,,,,,
ninth,18,1.255272505,,,,,
stupid,60,1.77815125,,,,,
jar,89,1.949390007,,,,,
resources,0,0,,,,,
saddle,20,1.301029996,,,,,
lent,2,0.301029996,,,,,
ape,10,1,,,,,
army,56,1.748188027,,,,,
cutter,11,1.041392685,,,,,
preacher,1,0,,,,,
ferry,15,1.176091259,,,,,
halt,0,0,,,,,
cast,9,0.954242509,,,,,
peel,62,1.792391689,,,,,
stroller,86,1.934498451,,,,,
scrap,4,0.602059991,,,,,
pepper,93,1.968482949,,,,,
each,233,2.367355921,,,,,
gotta,1622,3.21005085,,,,,
instead,274,2.437750563,,,,,
somewhere,292,2.465382851,,,,,
study,41,1.612783857,,,,,
pinned,1,0,,,,,
library,80,1.903089987,,,,,
soil,2,0.301029996,,,,,
gully,0,0,,,,,
maid,9,0.954242509,,,,,
crumb,16,1.204119983,,,,,
lemon,81,1.908485019,,,,,
until,446,2.649334859,,,,,
peanut butter,0,0,,,,,
firelight,0,0,,,,,
stranger,3,0.477121255,,,,,
setting,18,1.255272505,,,,,
piano,109,2.037426498,,,,,
sold,22,1.342422681,,,,,
handlebars,8,0.903089987,,,,,
murder,7,0.84509804,,,,,
outfit,49,1.69019608,,,,,
sneaker,4,0.602059991,,,,,
beg,7,0.84509804,,,,,
combine,3,0.477121255,,,,,
beans,156,2.193124598,,,,,
possible,34,1.531478917,,,,,
shoemaker,9,0.954242509,,,,,
babies,605,2.781755375,,,,,
hatch,8,0.903089987,,,,,
ago,230,2.361727836,,,,,
dawn,7,0.84509804,,,,,
plot,1,0,,,,,
greens,12,1.079181246,,,,,
information,15,1.176091259,,,,,
among,9,0.954242509,,,,,
robbery,1,0,,,,,
knowledge,0,0,,,,,
ash,5,0.698970004,,,,,
avenue,6,0.77815125,,,,,
cheat,10,1,,,,,
metal,48,1.681241237,,,,,
forest,66,1.819543936,,,,,
concern,1,0,,,,,
worse,45,1.653212514,,,,,
lend,4,0.602059991,,,,,
ketchup,69,1.838849091,,,,,
cloth,66,1.819543936,,,,,
wall,297,2.472756449,,,,,
gabby,11,1.041392685,,,,,
narrow,18,1.255272505,,,,,
insect,5,0.698970004,,,,,
bunny,1136,3.055378331,,,,,
naming,3,0.477121255,,,,,
suppose,86,1.934498451,,,,,
keys,261,2.416640507,,,,,
dancer,31,1.491361694,,,,,
frosting,47,1.672097858,,,,,
clap,366,2.563481085,,,,,
lies,11,1.041392685,,,,,
judgment,0,0,,,,,
warn,6,0.77815125,,,,,
applesauce,152,2.181843588,,,,,
dough,83,1.919078092,,,,,
papers,51,1.707570176,,,,,
kitchen,517,2.713490543,,,,,
refrigerator,334,2.523746467,,,,,
gap,8,0.903089987,,,,,
least,109,2.037426498,,,,,
ground,177,2.247973266,,,,,
dale,43,1.633468456,,,,,
teeth,701,2.845718018,,,,,
faint,4,0.602059991,,,,,
owe,24,1.380211242,,,,,
TV,398,2.599883072,,,,,
perhaps,91,1.959041392,,,,,
shovel,103,2.012837225,,,,,
mom,613,2.787460475,,,,,
cowardly,0,0,,,,,
grape,110,2.041392685,,,,,
purpose,37,1.568201724,,,,,
funeral,12,1.079181246,,,,,
wood,224,2.350248018,,,,,
honor,0,0,,,,,
sauce,57,1.755874856,,,,,
coward,0,0,,,,,
swell,9,0.954242509,,,,,
poor,456,2.658964843,,,,,
court,8,0.903089987,,,,,
daring,5,0.698970004,,,,,
dear,411,2.613841822,,,,,
living room,0,0,,,,,
homer,0,0,,,,,
blur,0,0,,,,,
rain,301,2.478566496,,,,,
lame,1,0,,,,,
whom,56,1.748188027,,,,,
feet,1166,3.06669855,,,,,
per,3,0.477121255,,,,,
glasses,354,2.549003262,,,,,
dandy,13,1.113943352,,,,,
pocket,222,2.346352974,,,,,
straw,55,1.740362689,,,,,
shoulder,41,1.612783857,,,,,
madman,2,0.301029996,,,,,
driveway,23,1.361727836,,,,,
kitty,1883,3.27485032,,,,,
furniture,115,2.06069784,,,,,
awfully,77,1.886490725,,,,,
face,1064,3.026941628,,,,,
pancake,93,1.968482949,,,,,
slavery,0,0,,,,,
boot,71,1.851258349,,,,,
clothing,10,1,,,,,
book,3521,3.546666025,,,,,
bread,531,2.725094521,,,,,
agency,0,0,,,,,
pajamas,233,2.367355921,,,,,
on,26656,4.42579498,,,,,
day,1423,3.1532049,,,,,
number,362,2.558708571,,,,,
stopping,24,1.380211242,,,,,
red,1575,3.197280558,,,,,
up,14249,4.153784386,,,,,
nine,407,2.609594409,,,,,
loves,244,2.387389826,,,,,
laughter,0,0,,,,,
lion,445,2.648360011,,,,,
grizzly,2,0.301029996,,,,,
eats,145,2.161368002,,,,,
sad,347,2.540329475,,,,,
seven,530,2.72427587,,,,,
share,259,2.413299764,,,,,
hearts,16,1.204119983,,,,,
twice,29,1.462397998,,,,,
green,1125,3.051152522,,,,,
show,2072,3.316389751,,,,,
sweep,74,1.86923172,,,,,
thirty,186,2.269512944,,,,,
sub,1,0,,,,,
mopped,2,0.301029996,,,,,
both,554,2.743509765,,,,,
messy,151,2.178976947,,,,,
thank-you,0,0,,,,,
smile,143,2.155336037,,,,,
tiny,318,2.50242712,,,,,
indoor,1,0,,,,,
before,1112,3.046104787,,,,,
handkerchief,6,0.77815125,,,,,
taste,431,2.63447727,,,,,
writer,1,0,,,,,
song,641,2.80685803,,,,,
granddaughter,1,0,,,,,
squeak,138,2.139879086,,,,,
hear,1684,3.226342087,,,,,
uphill,6,0.77815125,,,,,
helpful,24,1.380211242,,,,,
believe,204,2.309630167,,,,,
cub,4,0.602059991,,,,,
bulldozer,71,1.851258349,,,,,
direction,30,1.477121255,,,,,
safe,76,1.880813592,,,,,
said,2419,3.383635868,,,,,
week,479,2.680335513,,,,,
biscuit,9,0.954242509,,,,,
stay,1120,3.049218023,,,,,
fresh,112,2.049218023,,,,,
grumpy,29,1.462397998,,,,,
mistake,80,1.903089987,,,,,
skull,3,0.477121255,,,,,
feeling,135,2.130333768,,,,,
kind,2346,3.370328008,,,,,
march,131,2.117271296,,,,,
kick,270,2.431363764,,,,,
bedtime,38,1.579783597,,,,,
cutting,113,2.053078443,,,,,
climb,312,2.494154594,,,,,
discover,5,0.698970004,,,,,
curious,30,1.477121255,,,,,
market,110,2.041392685,,,,,
pinch,60,1.77815125,,,,,
lower,21,1.322219295,,,,,
arrive,5,0.698970004,,,,,
grin,4,0.602059991,,,,,
spout,66,1.819543936,,,,,
me,15392,4.187295055,,,,,
silk,3,0.477121255,,,,,
banjo,37,1.568201724,,,,,
later,783,2.893761762,,,,,
learning,73,1.86332286,,,,,
reward,13,1.113943352,,,,,
seaweed,4,0.602059991,,,,,
pig,533,2.726727209,,,,,
pack,114,2.056904851,,,,,
farmhouse,12,1.079181246,,,,,
locomotive,17,1.230448921,,,,,
forget,256,2.408239965,,,,,
themselves,44,1.643452676,,,,,
owl,149,2.173186268,,,,,
puppy,417,2.620136055,,,,,
dead,131,2.117271296,,,,,
fever,23,1.361727836,,,,,
fourth,43,1.633468456,,,,,
palm,20,1.301029996,,,,,
wear,831,2.919601024,,,,,
think,10359,4.015317833,,,,,
yeah,20390,4.309417226,,,,,
sap,1,0,,,,,
winter,93,1.968482949,,,,,
relative,5,0.698970004,,,,,
papa,218,2.338456494,,,,,
silent,9,0.954242509,,,,,
elk,2,0.301029996,,,,,
hum,302,2.480006943,,,,,
overalls,41,1.612783857,,,,,
dried,61,1.785329835,,,,,
fix,966,2.984977126,,,,,
smoky,3,0.477121255,,,,,
customer,4,0.602059991,,,,,
duck,810,2.908485019,,,,,
shaggy,12,1.079181246,,,,,
check,291,2.463892989,,,,,
old,1064,3.026941628,,,,,
bother,69,1.838849091,,,,,
dollar,51,1.707570176,,,,,
pregnant,5,0.698970004,,,,,
overnight,16,1.204119983,,,,,
lighthouse,9,0.954242509,,,,,
stare,3,0.477121255,,,,,
mane,23,1.361727836,,,,,
grasshopper,19,1.278753601,,,,,
sweat,5,0.698970004,,,,,
oak,11,1.041392685,,,,,
told,554,2.743509765,,,,,
chin,144,2.158362492,,,,,
environment,4,0.602059991,,,,,
how,9647,3.984392279,,,,,
smooth,67,1.826074803,,,,,
skip,24,1.380211242,,,,,
bow,101,2.004321374,,,,,
rub,95,1.977723605,,,,,
flesh,0,0,,,,,
goal,13,1.113943352,,,,,
pat,260,2.414973348,,,,,
buffalo,17,1.230448921,,,,,
glass,288,2.459392488,,,,,
hooked,26,1.414973348,,,,,
appreciate,7,0.84509804,,,,,
covering,24,1.380211242,,,,,
fisherman,7,0.84509804,,,,,
truthful,0,0,,,,,
roar,52,1.716003344,,,,,
janitor,2,0.301029996,,,,,
nurse,89,1.949390007,,,,,
sundown,0,0,,,,,
vacation,107,2.029383778,,,,,
diaper,830,2.919078092,,,,,
jail,39,1.591064607,,,,,
peaceful,5,0.698970004,,,,,
Church,106,2.025305865,,,,,
guard,25,1.397940009,,,,,
stung,22,1.342422681,,,,,
hen,84,1.924279286,,,,,
problem,187,2.271841607,,,,,
whisper,50,1.698970004,,,,,
brain,21,1.322219295,,,,,
plaster,6,0.77815125,,,,,
eighteen,52,1.716003344,,,,,
divide,4,0.602059991,,,,,
roadside,0,0,,,,,
sparrow,5,0.698970004,,,,,
bonnet,6,0.77815125,,,,,
exit,5,0.698970004,,,,,
driver,163,2.212187604,,,,,
bare,9,0.954242509,,,,,
outlet,2,0.301029996,,,,,
froze,3,0.477121255,,,,,
lot,688,2.837588438,,,,,
sea,83,1.919078092,,,,,
rod,11,1.041392685,,,,,
light,991,2.996073654,,,,,
hop,304,2.482873584,,,,,
team,32,1.505149978,,,,,
waste,39,1.591064607,,,,,
lead,6,0.77815125,,,,,
magic,118,2.071882007,,,,,
plank,0,0,,,,,
raft,9,0.954242509,,,,,
classmate,0,0,,,,,
kite,73,1.86332286,,,,,
grasp,1,0,,,,,
plain,44,1.643452676,,,,,
music,263,2.419955748,,,,,
gull,2,0.301029996,,,,,
sense,56,1.748188027,,,,,
slap,6,0.77815125,,,,,
material,18,1.255272505,,,,,
push,1518,3.181271772,,,,,
training,22,1.342422681,,,,,
goat,110,2.041392685,,,,,
leading,1,0,,,,,
worry,103,2.012837225,,,,,
cooler,17,1.230448921,,,,,
childhood,0,0,,,,,
horrible,39,1.591064607,,,,,
raw,14,1.146128036,,,,,
mixer,32,1.505149978,,,,,
classroom,7,0.84509804,,,,,
valley,23,1.361727836,,,,,
hoof,1,0,,,,,
dislike,0,0,,,,,
mixed,60,1.77815125,,,,,
danger,17,1.230448921,,,,,
needs,475,2.67669361,,,,,
plenty,108,2.033423755,,,,,
crush,7,0.84509804,,,,,
gulp,3,0.477121255,,,,,
town,176,2.245512668,,,,,
aware,4,0.602059991,,,,,
glide,3,0.477121255,,,,,
flight,8,0.903089987,,,,,
about,6598,3.819412311,,,,,
that,45475,4.657772708,,,,,
purple,278,2.444044796,,,,,
outing,3,0.477121255,,,,,
colt,15,1.176091259,,,,,
powerful,8,0.903089987,,,,,
cash,93,1.968482949,,,,,
pad,59,1.770852012,,,,,
what,55057,4.740812543,,,,,
salt,151,2.178976947,,,,,
china,19,1.278753601,,,,,
aquarium,43,1.633468456,,,,,
sunflower,10,1,,,,,
hoe,26,1.414973348,,,,,
fin,12,1.079181246,,,,,
doorbell,20,1.301029996,,,,,
coloring,68,1.832508913,,,,,
seconds,26,1.414973348,,,,,
catching,37,1.568201724,,,,,
corporal,0,0,,,,,
jackal,0,0,,,,,
messenger,0,0,,,,,
set,442,2.645422269,,,,,
studio,3,0.477121255,,,,,
spill,216,2.334453751,,,,,
purse,210,2.322219295,,,,,
student,5,0.698970004,,,,,
tower,290,2.462397998,,,,,
quarter,70,1.84509804,,,,,
tenth,12,1.079181246,,,,,
person,254,2.404833717,,,,,
ponies,53,1.72427587,,,,,
substitute,1,0,,,,,
rude,17,1.230448921,,,,,
ache,22,1.342422681,,,,,
struck,52,1.716003344,,,,,
whip,11,1.041392685,,,,,
filling,17,1.230448921,,,,,
sheriff,9,0.954242509,,,,,
total,3,0.477121255,,,,,
was,9046,3.956456583,,,,,
fly,480,2.681241237,,,,,
bay,12,1.079181246,,,,,
arch,9,0.954242509,,,,,
skin,106,2.025305865,,,,,
curve,10,1,,,,,
hotter,5,0.698970004,,,,,
geese,72,1.857332496,,,,,
sneak,12,1.079181246,,,,,
poet,0,0,,,,,
riches,0,0,,,,,
scientist,1,0,,,,,
whatever,121,2.08278537,,,,,
zone,0,0,,,,,
roof,149,2.173186268,,,,,
dim,4,0.602059991,,,,,
claw,10,1,,,,,
dye,9,0.954242509,,,,,
mission,2,0.301029996,,,,,
shot,77,1.886490725,,,,,
notice,46,1.662757832,,,,,
loss,2,0.301029996,,,,,
fuel,12,1.079181246,,,,,
million,7,0.84509804,,,,,
unfriendly,0,0,,,,,
mystery,6,0.77815125,,,,,
handle,115,2.06069784,,,,,
mug,14,1.146128036,,,,,
firmly,1,0,,,,,
sped,1,0,,,,,
perch,1,0,,,,,
hammer,318,2.50242712,,,,,
train,1106,3.043755127,,,,,
mill,7,0.84509804,,,,,
blood,41,1.612783857,,,,,
drawing,228,2.357934847,,,,,
container,47,1.672097858,,,,,
rapids,0,0,,,,,
cat,1009,3.003891166,,,,,
still,1477,3.169380495,,,,,
letting,34,1.531478917,,,,,
bet,517,2.713490543,,,,,
carrier,10,1,,,,,
doorway,6,0.77815125,,,,,
fair,96,1.982271233,,,,,
unusual,20,1.301029996,,,,,
likely,6,0.77815125,,,,,
noon,11,1.041392685,,,,,
puppet,154,2.187520721,,,,,
weakly,0,0,,,,,
donut,8,0.903089987,,,,,
field,65,1.812913357,,,,,
sugar,283,2.451786436,,,,,
plane,201,2.303196057,,,,,
umbrella,172,2.235528447,,,,,
wherever,24,1.380211242,,,,,
string,231,2.36361198,,,,,
nowhere,24,1.380211242,,,,,
defend,2,0.301029996,,,,,
slightly,1,0,,,,,
understanding,5,0.698970004,,,,,
home,1783,3.251151343,,,,,
battery,80,1.903089987,,,,,
council,2,0.301029996,,,,,
rescue,44,1.643452676,,,,,
stock,7,0.84509804,,,,,
burro,2,0.301029996,,,,,
regular,64,1.806179974,,,,,
stale,6,0.77815125,,,,,
rusty,14,1.146128036,,,,,
whose,479,2.680335513,,,,,
clock,279,2.445604203,,,,,
forecast,0,0,,,,,
seldom,1,0,,,,,
poorly,0,0,,,,,
basement,49,1.69019608,,,,,
wicked,19,1.278753601,,,,,
however,8,0.903089987,,,,,
shilling,0,0,,,,,
puff,35,1.544068044,,,,,
gloomy,3,0.477121255,,,,,
slippers,87,1.939519253,,,,,
hole,541,2.733197265,,,,,
pollute,2,0.301029996,,,,,
willing,7,0.84509804,,,,,
dazzling,0,0,,,,,
old-time,0,0,,,,,
shall,1311,3.117602692,,,,,
heading,5,0.698970004,,,,,
bedroom,174,2.240549248,,,,,
central,5,0.698970004,,,,,
stairway,5,0.698970004,,,,,
mama,1916,3.282395505,,,,,
oatmeal,226,2.354108439,,,,,
harmless,1,0,,,,,
tissue,114,2.056904851,,,,,
skirt,62,1.792391689,,,,,
plump,1,0,,,,,
pumpkin,276,2.440909082,,,,,
patrol,4,0.602059991,,,,,
bed,1859,3.26927939,,,,,
rob,6,0.77815125,,,,,
streak,0,0,,,,,
toilet,122,2.086359831,,,,,
darling,77,1.886490725,,,,,
hardly,38,1.579783597,,,,,
cause,277,2.442479769,,,,,
bargain,5,0.698970004,,,,,
eyes,913,2.960470778,,,,,
school,1812,3.258158193,,,,,
cigar,5,0.698970004,,,,,
rent,10,1,,,,,
photo,2,0.301029996,,,,,
rice,148,2.170261715,,,,,
leg,462,2.664641976,,,,,
grand,11,1.041392685,,,,,
vegetable,56,1.748188027,,,,,
window,596,2.77524626,,,,,
pale,2,0.301029996,,,,,
