Word,N,Mean,SD
link,35,2.371428571,1.352246808
lion,27,3.703703704,2.628465695
lip,33,5.848484848,1.872852305
lips,29,6.379310345,1.17758206
liquid,23,5.913043478,1.703286755
list,23,3.434782609,2.128296095
listen,46,3.652173913,2.549225515
lit,26,2.192307692,1.855138394
litter,26,3.769230769,2.045633248
little,35,3.4,2.403428923
live,25,2.84,2.014116845
lively,23,1.956521739,1.429502802
liver,24,2.416666667,2.145098896
lives,33,2.696969697,2.20063696
living,25,4.44,2.292742172
living room,26,6.230769231,1.069866994
lizard,43,4.720930233,2.027496479
load,28,2.964285714,1.815206199
loaded,25,1.88,1.452583905
lobster,25,3.76,2.005824851
lock,24,5.833333333,1.203858531
locked,29,3.724137931,1.980197532
locker,25,3.72,1.83757086
locomotive,27,3.481481481,2.242429492
lodge,46,2.782608696,1.896347876
log,25,5.32,1.70098011
lollipop,23,6.47826087,1.410014997
lonely,26,2.884615385,1.904246267
lonesome,24,1.833333333,1.578845662
long,25,3.44,2.346628788
look,23,4.565217391,2.519489251
lookout,23,3.173913043,2.249286228
looks,36,2.75,2.019547333
loop,29,3.379310345,2.194372561
loose,30,3.1,2.155186207
loot,23,2.565217391,2.085144141
lose,26,3.115384615,2.084743113
loss,27,2.851851852,1.725458773
lost,25,2.6,2.254624876
lot,27,3.407407407,2.024071663
loud,26,4.961538462,2.357638975
loudspeaker,26,3.730769231,2.089166194
love,283,4.395759717,2.48946355
lovely,28,3,2.27710017
loves,27,4.37037037,2.647904079
low,35,2.885714286,2.111194652
lower,27,3.703703704,2.267068843
luck,25,2.12,1.563116545
lucky,25,2.56,2.161789382
lumber,33,3.454545455,1.969944623
lump,24,4,2.105892354
lunch,23,6.565217391,1.036869719
lunchroom,28,4.142857143,2.519763153
luster,24,1.458333333,0.9770927
lying,28,2.857142857,2.336732218
ma,24,4.166666667,2.461294581
machine,42,5.071428571,2.016914537
mad,32,3.90625,2.506242207
made,23,3.217391304,2.354039502
madman,26,1.538461538,0.859337849
magazine,23,5.608695652,1.876629727
magic,27,3.222222222,2.006400016
magician,25,4.08,2.32594067
maid,26,2.076923077,1.622912861
mail,29,5.620689655,1.612757025
mailbox,24,6.125,1.034723235
mailman,28,5.142857143,1.757824533
main,25,2.16,1.462873884
majesty,44,1.863636364,1.706225388
major,32,2.25,1.967477507
make,25,3.32,2.528504169
make-believe,24,3.166666667,2.598773401
maker,26,2.807692308,2.020281778
makes,26,2.807692308,1.959984301
makeup,25,5.52,1.557776193
male,28,4.892857143,2.16605608
mama,27,6.555555556,1.28102523
man,45,6.2,1.407770642
manage,43,1.813953488,1.435200566
manager,25,2.52,1.8734994
mane,27,3.296296296,2.145026713
manners,26,3.923076923,1.958020979
many,30,2.6,2.044336162
map,282,5.358156028,1.694481561
maple,46,3.543478261,2.029849712
marble,24,5.75,1.750776225
march,27,3.222222222,2.309401077
mark,28,3.25,2.221527669
market,27,3.407407407,2.274596486
married,25,3,2.309401077
marry,25,2.72,2.26421436
marvelous,25,2.44,1.850225212
mash,24,2.916666667,2.124733572
mask,30,6.433333333,1.304721752
mast,28,3.071428571,1.923125763
master,25,1.84,1.374772708
mat,24,6.125,1.19099885
match,28,3.321428571,1.764958743
mate,24,2.5,1.841549442
material,27,4.851851852,1.974913897
math,30,4.533333333,2.208655908
matter,45,2.555555556,2.084090771
mattress,23,6.391304348,1.157549545
maybe,23,3.391304348,2.189627001
mayor,31,2.290322581,1.81095828
me,27,5.444444444,2.258885589
meadow,47,3.936170213,1.938222576
meal,32,5.8125,2.085858684
mean,28,3.071428571,2.071474183
meaning,23,2.347826087,1.897574903
meant,30,2.066666667,1.484014437
meanwhile,23,1.304347826,0.822124886
measure,23,3.565217391,1.829706558
meat,31,5.451612903,1.96364813
medal,26,4.961538462,2.162975159
medicine,25,5.32,1.6
meet,23,3.565217391,2.427608006
meeting,25,3.84,2.115025611
mellon,27,5.296296296,2.162882955
melt,46,3.826086957,2.312327811
member,45,2.711111111,2.073887678
memory,47,2.978723404,2.391009989
men,28,5.321428571,2.245218317
mend,284,2.228873239,1.563862256
mention,42,2.119047619,1.564895087
meow,29,3.379310345,2.320926433
mercy,27,1.074074074,0.266880256
mess,283,5.088339223,2.164176026
message,23,3.913043478,2.151385251
messenger,27,2.777777778,1.846687957
messy,27,3.925925926,2.448326366
met,26,2.730769231,2.219147445
metal,26,5.115384615,1.478564793
mice,26,4.346153846,2.189836664
microphone,25,5.32,1.77294482
middle,23,3.304347826,2.224548629
midnight,26,2.423076923,1.792720322
might,29,2.103448276,1.759562194
mighty,33,2.090909091,1.486683313
mike,43,2.744186047,2.204897398
mild,30,2.233333333,1.59056124
mile,23,1.434782609,1.036869719
milk,25,6.72,1.208304597
mill,27,2.074074074,1.685365195
miller,44,1.204545455,0.553195598
million,27,2.037037037,1.720498172
mind,33,2.515151515,2.017442876
mine,24,3.791666667,2.570385975
minute,25,3.24,1.762573876
minutes,25,2.68,1.676305461
mirror,23,6.695652174,0.764840008
missing,47,3.021276596,2.566416565
mission,27,2.444444444,1.739436985
mistake,27,3.444444444,2.325995789
mister,25,3.28,1.904380914
mistress,25,1,0
misty,26,2.846153846,2.110778201
mitt,29,6.172413793,1.559967159
mittens,25,6.84,0.6244998
mix,30,4.333333333,2.309401077
mixed,27,3.037037037,1.950965865
mixer,27,5.185185185,1.961887573
moan,24,1.875,1.512628004
model,29,2.655172414,1.895028497
mole,24,2.916666667,1.815792237
mom,26,6.5,1.272792206
moment,29,2.103448276,1.566270082
mommy,25,6.6,1.290994449
money,24,6,1.251086484
monkey,32,3.53125,2.475484638
monster,29,3.655172414,2.676296242
month,25,2.48,1.661324773
mood,26,3.384615385,2.079940828
moon,23,2.913043478,2.234299636
moonlight,43,3.558139535,2.383498085
moose,24,2.916666667,2.083405796
mop,32,5.1875,1.730886404
mopped,27,3.740740741,2.458776941
more,23,3.565217391,2.351519566
morning,25,3.68,2.60959767
moss,35,4.4,2.328847228
most,26,3.153846154,2.148344622
mostly,25,2.12,1.36381817
mother,24,6.5,1.693979108
mother-in-law,25,2.72,2.111871208
motor,25,3.28,1.926136028
motorcycle,24,4.333333333,1.926173649
mountain,30,5.933333333,1.574217558
mournful,24,1.625,1.345281609
mouse,26,5.346153846,1.896149945
mouth,33,6.909090909,0.291937104
move,24,4.625,2.617873349
movie,25,5.28,1.968925257
much,45,2.533333333,2.180492021
mud,23,6.217391304,1.53612623
muddy,33,4.818181818,2.403832168
muffin,33,5.96969697,1.92816053
mug,27,5.814814815,1.710533813
mule,33,2.939393939,1.967539611
murder,26,1.730769231,1.588903831
museum,25,4.44,1.872609587
mushroom,23,5.695652174,1.844766125
music,27,5.851851852,1.994293854
musician,24,4.041666667,2.053187695
musket,25,1.76,1.690167645
must,36,2.416666667,1.917960226
mustard,24,5.833333333,1.464557113
mutt,45,3.666666667,2.022599587
my,36,3.722222222,2.592418739
myself,32,4.4375,2.422175775
mysterious,25,2.64,1.868154169
mystery,27,2.555555556,1.717183144
nail,26,5.269230769,1.950542331
nails,25,6.36,1.319090596
name,24,3.75,2.288914685
naming,26,1.923076923,1.440085468
nap,43,4.395348837,2.583275282
napkin,25,6.32,0.9
narrow,26,2.576923077,1.447012838
nasty,28,2.642857143,1.870121519
national,44,1.636363636,1.080286549
native,30,1.566666667,0.858359837
naturally,25,2.16,1.434108318
naughty,35,3.942857143,2.300164408
navy,23,2.043478261,1.965110704
near,23,3.956521739,2.566891662
nearby,23,3.652173913,1.897574903
nearly,31,2,1.290994449
neat,31,3.548387097,2.1577567
necessary,47,2.361702128,1.798858719
neck,23,6.434782609,1.160959124
necklace,24,6.333333333,1.049499536
need,26,3.346153846,2.115510486
needle,46,4.434782609,1.951092844
needles,32,3.25,2.214322878
needs,27,2.37037037,1.944383393
neighbor,29,5.413793103,1.722067723
neighborhood,23,3.652173913,1.96812545
neither,26,2.730769231,2.089166194
nephew,26,2.807692308,2.263081629
nerve,25,2,1.322875656
nervous,24,3.125,2.112334377
nest,23,4.826086957,2.228986193
net,24,4.583333333,1.909169331
never,28,3.25,2.011540777
new,23,4.217391304,2.52184135
news,30,2.733333333,1.680175141
newspaper,42,5.19047619,2.015042156
newsstand,26,2.730769231,1.970942765
next,31,2.580645161,2.141248756
nice,23,3.173913043,2.208499571
nick,25,2.12,1.53622915
nickel,29,4.482758621,2.197737305
night,23,3.47826087,2.556090147
nighttime,31,4.129032258,2.539579171
nine,27,3.888888889,2.65059258
ninety,26,3.076923077,2.018377109
ninth,26,2.307692308,1.715091386
no,45,3.6,2.499090744
nobody,26,2.384615385,1.981452459
nod,44,3.545454545,2.327335491
nodded,26,3.692307692,2.345535858
noise,284,4.841549296,2.246213711
noisy,41,3.756097561,2.487774988
none,25,2.2,2.081665999
noodles,28,6.607142857,1.257254084
noon,27,2.185185185,1.594148845
nope,34,2.970588235,2.455486055
normal,24,2.541666667,2.021174146
north,44,2.25,1.906232129
northern,24,2.041666667,1.39810949
nose,44,6.681818182,0.770766072
not,36,2.833333333,2.197401062
note,29,3.689655172,2.300674564
notebook,25,6.56,0.960902354
nothing,49,2.816326531,2.351182942
notice,27,2.333333333,1.732050808
noun,25,2.32,2.154839515
now,26,3.115384615,2.268513576
nowhere,27,2.259259259,1.558909693
numb,29,2.103448276,1.566270082
number,27,4.407407407,2.692714662
numbers,44,4.613636364,2.489194407
nurse,27,4.666666667,2.093947321
nut,34,6.264705882,1.462849513
nuts,29,6.275862069,1.065583399
oak,27,3.518518519,2.137042715
oar,23,4.347826087,2.144945341
oatmeal,27,6.074074074,1.268734255
oats,26,4.884615385,2.303509029
ocean,28,4.928571429,2.071474183
oceans,49,4.612244898,2.099765131
octopus,46,3.760869565,2.368166498
odd,24,2.291666667,1.545798419
of,30,2.2,1.827000557
off,24,4.916666667,2.602952616
office,28,4.964285714,2.134064855
officer,24,3.708333333,2.38617698
often,33,2.484848485,2.032873768
oil,32,4.1875,1.941690318
okay,47,2.978723404,2.489013788
old,27,3.444444444,2.172083957
old-fashioned,47,1.680851064,1.461184495
old-time,27,1.592592593,1.337600011
olive,30,4.2,2.28035085
on,27,3.851851852,2.755465948
once,25,2.4,2.140872096
one,25,3.52,2.417298768
one-fourth,26,2.192307692,2.172910137
only,33,2.787878788,2.042632734
onto,48,2.395833333,2.007852492
open,45,3.577777778,2.508973793
opener,24,3.333333333,2.18028053
opening,26,4.269230769,1.970942765
operation,45,2.2,1.603972342
opposite,35,2.6,1.912805147
or,25,3.32,2.286190427
orange,32,5.78125,1.86191672
orchard,33,2.939393939,2.192877589
order,26,2.5,1.881488772
ordinary,28,1.678571429,1.123933945
original,29,1.724137931,1.386067194
orphan,28,1.892857143,1.571488695
other,24,2.375,2.142986539
others,24,4.083333333,2.586195236
otter,23,3.47826087,2.313391159
ouch,24,5.208333333,2.08470969
ought,32,1.65625,1.450458771
our,25,2.32,2.076053949
ourselves,23,4.043478261,2.305689817
out,45,3.488888889,2.590386267
outdoors,28,6.035714286,1.710147121
outfit,26,5.961538462,1.586966143
outing,27,2.666666667,1.921537846
outlet,27,2.777777778,2.025478734
outline,25,2.16,1.724335621
outside,30,6,1.83829006
oven,24,5.375,1.883855898
over,31,3.387096774,2.290231711
overalls,27,4.62962963,2.203984995
overboard,28,1.892857143,1.474205014
overcoat,47,3.829787234,2.407588988
overhead,31,2.580645161,1.58690881
overnight,27,3.259259259,2.158927665
owe,26,1.884615385,1.306198242
owl,27,4.444444444,2.241794153
own,24,3.291666667,1.966660526
owner,26,2.769230769,2.025985041
ox,29,3.344827586,2.192126529
oxygen,45,2.8,2.341328294
pack,27,3.740740741,2.246237754
package,26,5.038461538,2.009592381
packed,24,2.708333333,1.966660526
packing,33,3.454545455,2.137330536
pad,27,4.592592593,1.906653517
page,24,6.458333333,1.318073913
paid,25,2,1.58113883
pail,35,6.057142857,1.235334133
pain,24,4.916666667,1.954185401
paint,25,6.56,0.916515139
painter,25,4.04,2.030599255
painting,24,6.583333333,0.928611243
pair,31,3.516129032,2.219173536
pajamas,26,7,0
pal,28,4.714285714,2.354776751
palace,42,2.952380952,2.185901399
pale,27,1.555555556,0.933699562
palm,27,5.074074074,2.234793501
pan,23,5.434782609,1.996043517
pancake,26,6.769230769,0.651625187
pane,23,3.043478261,2.325320327
pants,28,6.857142857,0.59093684
papa,27,5.777777778,2.207214279
paper,23,6.739130435,0.619192385
papers,26,6.423076923,1.390627971
parachute,23,4.260869565,2.093656899
parade,25,5.08,2.234576768
paragraph,31,1.580645161,1.148163564
park,23,6.347826087,1.433644296
parrot,23,4.608695652,2.016728459
part,30,3.2,2.107458021
parties,31,4.677419355,2.314981595
partly,24,1.875,1.295896534
partner,32,4.34375,1.911077639
party,26,5.307692308,2.16830313
pass,26,3.307692308,2.222957143
passing,23,3.52173913,1.97414113
past,33,2.484848485,1.697814995
paste,25,4.28,2.031419865
pastry,24,5.166666667,2.078182037
pasture,25,3,2.020725942
pat,27,3.481481481,2.118968733
patch,24,3.791666667,2.166527309
path,44,5.068181818,1.796608268
patient,23,3.565217391,1.854382695
patrol,27,1.62962963,1.181529262
paw,24,5.625,1.714706211
pay,49,3.265306122,2.360927697
pea,24,6.541666667,1.318073913
peace,37,3.459459459,2.340401136
peaceful,27,2.555555556,2.081665999
peach,37,5.513513514,1.966689571
peak,26,3.230769231,1.965862504
peanut,45,5.977777778,1.484601093
peanut butter,26,6.153846154,1.61721508
peas,24,6.333333333,1.551063216
pedal,31,5.193548387,1.939404631
peek,28,4.035714286,2.395708244
peel,26,5.384615385,1.675157857
peep,36,2.25,1.872736729
peg,25,4.4,2.291287847
pen,46,6.369565217,1.235739916
pencil,34,6.911764706,0.378805704
penguin,45,3.888888889,2.376229081
penny,25,5.2,2.061552813
people,24,6.208333333,1.473805092
pep,25,1.36,0.907377173
pepper,26,5.5,1.655294536
per,26,1.5,0.948683298
perch,27,2.222222222,1.694637091
perfect,24,3,2.02162225
perform,36,2.583333333,1.841970994
perhaps,26,2.076923077,1.293772064
period,37,2.486486486,2.008615079
person,27,6.037037037,1.828860122
personal,28,2,1.305260014
pest,28,3.25,2.187929852
pet,49,5.918367347,1.656260028
petted,23,3.652173913,2.460759226
phone,282,6.478723404,1.22891084
photo,27,6.259259259,1.059484366
photograph,23,6.217391304,1.126398998
piano,26,5.923076923,1.598075766
pick,31,4.483870968,2.079598803
pickle,23,5.739130435,1.711389422
pickup,25,4.56,2.310844002
picnic,23,4.956521739,1.845837107
picture,44,6.204545455,1.339551217
pie,34,6.411764706,1.157783856
piece,32,4.34375,2.294585141
pierce,23,2.52173913,2.086091718
pig,27,5.074074074,2.25193807
pigeon,29,3.551724138,2.010440728
pile,35,4.428571429,2.159598469
pill,31,4.096774194,2.285531867
pillow,27,6.814814815,0.622466375
pilot,31,4.35483871,1.992458901
pin,24,4.416666667,1.909169331
pinch,27,4,2.270208394
pine,23,4.391304348,2.039142655
pink,47,3.29787234,2.403936026
pinned,26,2.538461538,1.630478929
pioneer,27,1.333333333,0.733799386
pipe,41,3.87804878,2.099941927
pirate,30,3.766666667,2.473073382
pit,24,4,2.146787286
pitch,33,3.03030303,2.128450852
pitcher,23,4.086956522,2.353199823
pity,27,1.555555556,0.891555828
pizza,24,6.75,0.607918759
place,45,3.577777778,2.435428737
plain,27,2.851851852,1.994293854
plan,49,2.959183673,2.335943632
plane,27,5.814814815,1.569836764
planet,31,3.870967742,2.232217664
plank,27,3.222222222,2.006400016
plans,23,3.130434783,2.02942777
plant,30,6.033333333,1.129031728
plaster,27,3.555555556,2.063106943
plastic,24,5.25,1.983628647
plate,23,6.956521739,0.208514414
platform,26,3,2.097617696
play,26,5.461538462,2.4204259
play dough,36,6.277777778,1.649434728
play pen,28,5.214285714,2.079122729
player,26,5,2.297825059
playground,25,6.84,0.472581563
pleasant,24,2.416666667,1.585715218
please,24,3.166666667,2.277807234
pleasure,31,2.612903226,1.838068177
plenty,27,2.814814815,1.942184279
pliers,24,3.541666667,2.063748524
plop,33,2.393939394,1.9355134
plot,26,1.884615385,1.531715981
plow,23,3.043478261,1.870300435
plug,34,4.588235294,1.876774265
plugged,24,3.458333333,2.283764373
plum,29,5.482758621,1.660909597
plump,27,1.814814815,1.210118781
plus,26,2.576923077,1.921938124
pneumonia,28,1.5,1.071516751
pocket,26,6.346153846,0.93561991
pocketbook,23,3.304347826,2.363256278
poem,29,3.034482759,1.841636668
poet,27,2.148148148,1.769478491
poetry,25,2.24,1.809235566
point,25,5.16,1.8636881
pointed,33,2.636363636,2.088931871
poison,23,2.130434783,1.546384282
poisonous,25,2.36,1.823001189
poke,24,5.125,1.848912724
pole,24,4.75,1.983628647
police,35,4.457142857,2.09119804
policeman,35,4.771428571,1.733505701
polish,25,3.48,1.939071943
polite,25,2.76,1.762573876
pollute,27,2,1.358732441
pollution,24,1.625,0.923721208
pond,25,4.6,1.802775638
ponies,27,5.518518519,1.826521923
pony,23,5.260869565,1.959067294
poodle,24,4.375,2.203011772
pool,25,5.76,1.640121947
poor,26,1.807692308,1.166849802
poorly,27,1.888888889,1.450022104
pop,28,4.785714286,2.061231974
popcorn,27,6.703703704,0.823445613
popsicle,25,6.64,0.907377173
porch,24,4.666666667,1.857222486
porcupine,24,3.083333333,2.185260241
pork,24,5.25,1.725763851
port,24,2.125,1.776966149
porter,25,1.24,0.663324958
position,30,2.466666667,1.655363974
possible,26,2.307692308,1.568929081
post,24,2.875,2.028331934
poster,28,5.035714286,1.73166892
pot,23,6.217391304,1.085295173
potato,35,6.114285714,1.450586668
potato chip,25,6.8,0.707106781
potty,30,6.266666667,1.529780993
pouch,48,4.208333333,2.062412689
poultry,31,3.677419355,2.286002286
pound,49,2.693877551,2.073685142
pour,34,4.647058824,2.307856843
powder,29,5.137931034,1.684469775
power,24,2.125,1.423788577
powerful,27,2.888888889,1.908147175
pox,32,1.53125,1.413857113
practice,48,3.1875,2.120379833
prairie,26,3.423076923,2.119869372
pray,29,2.827586207,2.071386105
preacher,26,2.153846154,1.689788334
pregnant,27,3.62962963,2.168802366
present,28,5.892857143,1.571488695
press,24,3.833333333,2.18028053
pressure,23,2.695652174,1.769303474
pretend,23,4.086956522,1.975141962
pretty,30,2.333333333,1.971054913
pretzel,25,6.52,1.004987562
price,32,2.46875,2.109645667
prince,26,3.346153846,1.853479057
princess,25,4.04,2.423496097
print,29,3.448275862,1.862912599
printing,31,4.387096774,2.361883702
prison,43,2.093023256,1.615607707
prisoner,30,2.233333333,1.675036455
prize,34,4.441176471,2.324978677
probably,30,1.966666667,1.629117242
problem,27,3,2.075498087
professor,34,2.882352941,2.026561588
profit,29,1.517241379,1.021927089
program,32,2.375,1.87943025
project,26,3.192307692,1.939468603
promise,23,3.130434783,2.242246192
proper,26,2.5,1.860107524
protect,31,3.096774194,2.256174324
proud,25,3.28,2.111871208
prove,28,2.357142857,1.591977241
pudding,24,4.625,2.280589169
puddle,30,6.1,1.348050956
pueblo,29,1.517241379,1.213633554
puff,27,2.481481481,1.39698495
pull,24,3.791666667,2.536330226
pump,26,3.230769231,1.945408796
pumpkin,27,6.37037037,1.181529262
punch,23,4.782608696,2.066101329
punish,31,2.064516129,1.236540439
pup,32,5.9375,1.625155079
pupil,29,3.206896552,2.554817723
puppet,27,5.851851852,1.586086226
puppy,27,5.777777778,2.241794153
pure,25,1.88,1.480990659
purple,27,5.185185185,1.922279037
purpose,26,1.653846154,1.263085356
purr,24,4.083333333,2.357534944
purse,27,5.62962963,1.842827012
push,27,4.148148148,1.974913897
put,31,2.419354839,1.82161455
putting,47,2.659574468,2.248444832
puzzle,47,6.553191489,0.904301571
quack,28,3.071428571,2.62366116
quarter,27,4.740740741,1.831195335
queen,35,2.828571429,2.007130147
queer,29,1.586206897,0.945562621
question,26,3.807692308,2.466077546
quick,284,3.728873239,2.452461977
quiet,41,3.853658537,2.4855681
quilt,26,4.538461538,2.266817491
quit,23,2.173913043,1.72289856
rabbit,42,5.80952381,1.626579461
raccoon,46,3.565217391,2.32524478
race,32,4.0625,2.381887297
racer,23,3.782608696,1.999011613
rack,28,4.071428571,1.844482692
racket,25,4.24,2.27815715
radio,24,5.75,1.700383588
raft,27,3.888888889,2.006400016
rag,25,4.56,2.180978374
rags,28,4.107142857,2.330780917
rail,26,3.538461538,2.139733988
railing,25,5,1.914854216
railroad,31,4.387096774,1.891690943
rain,26,6.538461538,1.0288156
rainbow,42,3.428571429,2.50017421
raincoat,36,6.527777778,0.810153816
rainy,25,4.64,2.481263119
raise,49,2.591836735,2.169085515
raisin,33,6.424242424,1.090593389
rake,28,4.857142857,1.957214304
rally,25,1.56,0.916515139
ran,46,3.913043478,2.563210547
ranch,23,3.043478261,2.033319294
rancher,23,2.956521739,1.941842164
rang,23,3.391304348,1.994062332
ranger,31,2.677419355,1.739484536
rapids,27,2.518518519,1.649484077
rare,25,2,1.58113883
rash,28,4.5,1.815570515
rat,30,3.7,2.291664054
rate,31,1.483870968,1.313290213
rather,24,2.416666667,1.691838893
rattle,49,5.244897959,2.116705501
rattlesnake,23,3.434782609,2.191431391
raw,27,2.777777778,1.967687697
ray,49,1.959183673,1.593727074
reach,47,3.638297872,2.408549373
read,34,4.735294118,2.63207285
reader,24,4.541666667,2.105462185
reading,23,5.086956522,2.539023497
ready,46,2.804347826,2.436934005
real,29,3.724137931,2.312953457
realize,24,2.5,2.043015674
really,25,3.24,1.984943324
rear,24,2.416666667,1.585715218
reason,24,2.375,1.837117307
recall,23,2,1.348399725
receive,23,2.565217391,1.532261755
receiver,25,2.6,1.957890021
recess,30,4.733333333,2.273283109
recipe,23,4.217391304,1.782656897
recognize,25,3.04,2.130727575
record,23,3.434782609,1.854382695
recorder,29,4.482758621,2.063642578
red,27,4.925925926,2.68794926
red-faced,24,2.25,1.567329493
refreshing,25,2.48,2.043689474
refrigerator,26,6.269230769,1.372812946
regular,27,1.777777778,1.476308633
rehearse,46,2.02173913,1.794920369
relative,27,4.074074074,2.217516385
relax,25,3.6,2.140872096
relief,25,2.12,1.615549442
remember,28,3.464285714,2.395708244
remove,24,3.791666667,2.042572263
rent,27,1.592592593,1.083415513
report,23,2.347826087,1.92137961
reporter,29,2.586206897,1.701202125
rescue,27,2.185185185,1.494529436
resist,25,2.28,1.594783162
resources,26,2.230769231,1.704293221
rest,25,4.4,2.43241992
restaurant,32,5.5,1.849149761
restless,23,2.173913043,1.302172098
return,45,2.466666667,2.106267703
reward,27,3.666666667,2.253202849
rheumatism,24,1.041666667,0.204124145
rhyme,23,3.52173913,2.253675084
ribbon,36,5.222222222,2.015810523
rice,27,6.444444444,1.050030525
rich,24,3.125,2.028331934
riches,27,2.259259259,1.76706172
rid,23,1.869565217,1.455533261
ridden,40,2.075,1.759771256
riddle,23,2.47826087,1.620032694
ride,49,4.367346939,2.369017707
rider,28,3.821428571,2.245218317
ridge,30,2.266666667,1.484014437
riding,31,4.129032258,2.261886167
right,23,3,2.412090757
rim,26,3.076923077,2.0576312
ring,28,5.785714286,1.166099635
rink,23,5.652173913,1.668115312
rip,25,4.16,2.374868417
ripe,29,3.344827586,2.17577346
rise,34,2.588235294,1.689856495
risk,24,2.083333333,1.471960144
river,26,4.884615385,2.026364687
road,23,5,1.758098146
roadside,27,3.444444444,2.044379412
roar,27,4.444444444,2.100061049
roast,26,4.230769231,2.612396483
rob,27,2,1.176696811
robber,34,2.176470588,1.566129919
robbery,26,2.038461538,1.509457366
robe,47,5.127659574,1.813200645
robin,24,4.208333333,1.744037461
robot,25,5.6,1.707825128
rock,25,6.72,0.613731755
rocket,25,3.64,2.325224004
rocky,30,4.466666667,1.756433167
rod,27,4.185185185,2.019844568
rode,23,2.434782609,1.61881233
roger,25,1.6,1.5
roll,48,4.166666667,2.309401077
roller,25,3.16,2.014116845
roof,27,4.148148148,1.747607237
room,25,6.08,1.605199884
rooster,25,3.8,2.121320344
rope,23,5.52173913,1.702126083
rose,25,5.68,1.864582169
rotten,24,2.5,1.744556752
rough,284,3.647887324,2.148866685
round,25,3.32,2.427618861
route,31,2.258064516,1.861321071
routine,23,3.565217391,2.1068306
rover,42,1.738095238,1.380341488
row,24,2.541666667,1.531670491
rub,27,4.148148148,2.125010474
rubber,33,4.393939394,1.730956996
rudder,29,2.206896552,1.878055802
rude,27,2.62962963,1.821836524
rug,33,5.848484848,1.481578806
ruin,26,2.384615385,1.76809328
rule,26,4.038461538,2.199650322
ruler,29,5.655172414,1.737729678
run,23,5.652173913,2.347313661
rung,47,2.574468085,1.814730557
runner,25,4.64,2.270829511
running,24,5.375,2.261444325
rush,25,3.08,2.481934729
rust,32,2.875,1.896516331
rusty,27,2.777777778,1.476308633
sack,25,3.92,1.705872211
sad,27,3.666666667,2.572039
saddle,26,3.538461538,1.702486869
safe,27,3.777777778,2.342472943
safety,25,3.84,2.055075019
said,27,2.814814815,2.337602931
sail,29,3.689655172,1.79490247
sailboat,28,4.75,1.838376901
sailor,31,2.903225806,2.022454593
sake,282,1.446808511,0.976051541
salad,23,5.739130435,1.176179922
sale,39,2.871794872,2.386138558
salesman,26,3.076923077,1.958020979
salmon,28,5.035714286,2.099067568
salt,27,5,1.881079886
salty,26,3.576923077,2.386178148
same,47,3.191489362,2.428439272
sand,29,5.551724138,2.028127336
sandbox,30,5.966666667,1.650148025
sandwich,25,6.88,0.331662479
sandy,44,4.090909091,2.457245403
sang,24,3,2.502172969
sank,24,2.833333333,1.711004451
sap,27,3.666666667,2.218800785
sash,32,3.875,2.587189283
sat,31,3.709677419,2.519173785
sauce,26,5.692307692,1.225372785
saucer,45,3.755555556,2.154862952
sausage,25,5.96,1.368697678
savage,29,1.413793103,0.779983579
save,29,3.206896552,2.093856837
saving,24,2.125,1.676240618
savings,33,2.939393939,2.045412457
saw,26,3.653846154,2.058005009
sawdust,24,3.125,2.070759155
say,45,2.933333333,2.270362406
saying,43,3.139534884,2.315387403
scale,29,4.310344828,2.316145941
scales,44,3.75,2.36372784
scarcely,30,1.1,0.4025779
scare,23,4.043478261,2.033319294
scarecrow,24,3.916666667,1.815792237
scared,23,2.869565217,2.11712386
scarf,25,6.24,1.164760347
scary,26,3.307692308,2.240878948
schedule,45,2.933333333,2.02708927
school,27,6.555555556,1.086041979
schoolhouse,42,4.333333333,2.312918826
schoolyard,26,5.5,1.72626765
science,24,3.875,2.132818099
scientist,27,3.740740741,1.76706172
scissors,35,6,1.732050808
scooter,26,6.076923077,1.809377283
score,23,2.826086957,2.208499571
scout,31,2.419354839,1.945493828
scrap,26,2.923076923,1.671480228
scrape,33,4.575757576,2.092102755
scraps,26,3.384615385,1.76809328
scratch,33,5.060606061,2.207082264
scream,24,4.541666667,2.501810938
screen,23,5,2.132007164
scrub,44,3.090909091,2.290711089
sea,27,4.62962963,2.02195922
seal,25,3.48,2.238302929
seashore,46,3.956521739,1.99951685
season,25,2.68,2.014944168
seat,48,6.0625,1.629596608
seaweed,27,4.666666667,2.253202849
second,24,2.416666667,1.639635873
seconds,27,2.296296296,1.85668884
secret,26,3.461538462,2.319151038
secretary,25,2.72,1.696073898
section,24,2.208333333,1.667572218
see,26,4.692307692,2.66487119
seed,44,5.977272727,1.405779373
seeing,33,4.727272727,2.452966664
seek,26,3.076923077,2.152637023
seems,30,2.033333333,1.449930636
seen,25,2.24,1.562049935
seldom,27,1.740740741,1.456882673
self,28,4.25,1.993043457
sell,28,3.25,2.029869545
seller,25,2.96,1.859211302
send,33,2.484848485,2.001893043
senior,23,4.043478261,2.305689817
senor,25,2.04,2.030599255
sense,27,2.62962963,1.983550588
sent,32,2.5,1.545023228
sentence,25,2.68,2.035517952
serious,24,2.875,2.112334377
servant,25,2.16,1.624807681
serve,26,3.307692308,2.093212474
service,23,2.130434783,1.486434044
set,27,2.888888889,1.846687957
sets,24,2.666666667,1.857222486
setting,26,2,1.6
settle,29,1.551724138,1.088452601
